INDIVIDUAL_ID,INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,BUY_LABEL,MILLENIAL,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY
221303092821.0,17500.0024,31.222113,0.0,0,1,1,0,7.26,NOT_BUY,1,3,0,11
221302822167.0,70000.0038,31.894285999999997,0.0,0,1,1,0,2.16,NOT_BUY,1,4,0,10
221302881335.0,87500.0062,33.898055,0.0,0,1,1,0,6.299999999999999,NOT_BUY,1,9,0,10
221302956440.0,125000.0078,32.062557000000005,1.0,0,1,1,0,36.18,NOT_BUY,1,21,0,16
221302870455.0,80372.1859753994,32.73503,0.0,0,1,1,0,26.130000000000003,NOT_BUY,1,140,1,9
221302943930.0,32500.0022,32.809866,0.0,0,0,1,0,4.2,NOT_BUY,1,9,0,6
221303263259.0,80372.1809753994,28.645157,0.0,0,0,1,0,33.11,NOT_BUY,1,41,0,10
221302889296.0,162500.0001,32.72563,1.0,0,0,0,0,34.56,NOT_BUY,1,24,0,17
221302357962.0,47500.0066,32.975799,0.0,0,1,1,0,11.94,NOT_BUY,1,2,0,19
221302392647.0,52500.0067,30.31197,1.0,0,0,0,0,33.040000000000006,NOT_BUY,1,38,0,18
221302428635.0,70000.0039,28.143530000000002,0.0,0,0,1,0,3.84,NOT_BUY,1,4,0,6
221302636784.0,87500.0047,31.142277,1.0,0,1,1,1,52.56,NOT_BUY,1,13,0,7
221302814694.0,125000.0006,32.140229999999995,1.0,0,1,1,0,0.5399999999999991,NOT_BUY,1,3,0,8
221302844547.0,80372.1813753994,33.562737,0.0,0,1,1,0,24.86,NOT_BUY,1,32,0,6
221302480864.0,27500.0083,32.314938999999995,1.0,0,1,1,0,4.510000000000001,NOT_BUY,1,9,0,12
221301727668.0,125000.0058,31.975684,1.0,0,1,1,1,59.58,NOT_BUY,1,34,0,9
221301804365.0,80372.1836753994,32.73273,0.0,0,1,1,0,11.83,NOT_BUY,1,9,0,9
221301770360.0,80372.17867539941,30.559352999999998,0.0,0,0,1,0,17.4,NOT_BUY,1,29,0,8
221301778199.0,80372.17937539941,33.809881999999995,0.0,0,1,1,0,23.0,NOT_BUY,1,22,0,14
221301341885.0,12500.0035,30.809797,1.0,0,1,0,0,33.4,NOT_BUY,1,32,0,19
221301542922.0,125000.0046,30.89577,1.0,0,1,1,0,6.119999999999999,NOT_BUY,1,5,0,19
221302193815.0,5000.0066,32.228366,1.0,0,1,0,0,35.75,NOT_BUY,1,7,0,13
221301568556.0,27500.0007,27.557167999999997,1.0,0,1,1,1,30.2,NOT_BUY,1,14,0,11
221301715741.0,250000.0056,30.89677,0.0,0,1,1,1,8.96,NOT_BUY,1,5,0,8
221302013295.0,70000.0085,30.732662,0.0,0,0,1,0,20.240000000000002,NOT_BUY,1,28,0,13
221302227232.0,70000.0091,32.901638999999996,0.0,0,1,1,0,8.14,NOT_BUY,1,7,0,9
221301691334.0,87500.0018,32.642457,1.0,0,1,1,1,32.76,NOT_BUY,1,12,0,18
221301131088.0,12500.0021,27.807713,1.0,1,0,1,0,1.8999999999999986,NOT_BUY,1,6,0,9
221301657214.0,27500.0099,32.064657000000004,1.0,0,1,1,0,29.7,NOT_BUY,1,32,0,10
221302180294.0,47500.0086,30.565753,0.0,0,0,1,0,17.4,NOT_BUY,1,43,0,17
221302191413.0,80372.18357539941,26.227497,1.0,0,0,1,0,46.44,NOT_BUY,1,6,0,19
221302137348.0,125000.0091,32.649756999999994,0.0,0,1,1,0,23.1,NOT_BUY,1,15,0,6
221301559857.0,47500.0055,27.728977,1.0,0,1,1,0,23.939999999999998,NOT_BUY,1,39,0,9
221301513834.0,125000.001,29.558837,1.0,0,1,1,0,12.959999999999999,NOT_BUY,1,9,0,13
221301097903.0,57500.0075,32.566022000000004,1.0,0,0,1,0,51.120000000000005,NOT_BUY,1,28,0,7
221301660922.0,47500.0065,29.479464,1.0,0,0,1,0,43.54,NOT_BUY,1,7,0,16
221301444580.0,80372.18477539941,29.396389999999997,0.0,0,1,1,0,14.17,NOT_BUY,1,3,0,18
221301512878.0,87500.0083,25.147246,0.0,0,0,1,0,32.06,NOT_BUY,1,36,0,18
221302179686.0,32500.0038,33.972314999999995,1.0,0,1,1,1,27.0,NOT_BUY,1,7,0,13
221301403803.0,47500.0063,30.059688,0.0,1,0,1,0,1.9500000000000002,NOT_BUY,1,6,0,7
221302241462.0,37500.0099,29.734745999999998,0.0,0,0,1,0,6.72,NOT_BUY,1,4,0,8
221301502365.0,125000.0046,29.896455,1.0,0,0,1,0,38.160000000000004,NOT_BUY,1,512,1,12
221301191606.0,80372.1775753994,31.557568,0.0,0,1,1,0,22.9,NOT_BUY,1,16,0,19
221301857260.0,27500.0021,30.641388,1.0,1,0,1,0,3.1999999999999993,NOT_BUY,1,5,0,8
221301174264.0,87500.0065,26.730662,1.0,0,1,1,0,25.56,NOT_BUY,1,28,0,13
221302034744.0,37500.0082,31.060903999999997,0.0,0,0,1,0,9.6,NOT_BUY,1,6,0,12
221301066351.0,52500.0053,33.478263999999996,0.0,0,0,1,0,16.6,NOT_BUY,1,10,0,19
221301931210.0,80372.1810753994,33.225681,0.0,0,1,1,0,20.68,NOT_BUY,1,1,0,15
221301431607.0,42500.0028,33.727646,1.0,0,1,0,0,43.68,NOT_BUY,1,4,0,6
221302013275.0,80372.17687539941,31.556867999999998,0.0,0,1,1,0,24.7,NOT_BUY,1,15,0,15
221301069089.0,125000.0009,33.054973000000004,1.0,0,0,1,0,23.22,NOT_BUY,1,37,0,8
221302206099.0,62500.0016,27.892086,0.0,0,1,1,0,21.42,NOT_BUY,1,15,0,19
221302053177.0,17500.0072,33.975714999999994,0.0,0,1,0,1,9.719999999999999,NOT_BUY,1,2,0,11
221301253790.0,70000.0077,33.39579,0.0,0,1,1,1,26.07,NOT_BUY,1,34,0,15
221301704647.0,125000.0009,32.893439,0.0,0,0,1,1,41.989999999999995,NOT_BUY,1,2,0,6
221301599295.0,80372.18457539941,33.062173,0.0,0,0,0,0,23.66,NOT_BUY,1,4,0,10
221301061956.0,125000.0095,31.815113,1.0,0,1,1,0,17.1,NOT_BUY,1,3,0,15
221301849350.0,70000.0021,31.971984,0.0,0,1,1,0,9.87,NOT_BUY,1,2,0,18
221301518914.0,250000.0059,33.730745999999996,1.0,0,1,1,1,40.86,NOT_BUY,1,26,0,18
221301318497.0,80372.18447539941,27.646604,1.0,0,0,1,0,10.8,NOT_BUY,1,5,0,10
221301025485.0,62500.0056,33.311555,0.0,0,0,1,0,8.64,NOT_BUY,1,5,0,6
221303142323.0,80372.18417539941,29.732546,0.0,0,1,1,0,42.510000000000005,NOT_BUY,1,22,0,18
221300492677.0,87500.0042,31.642804,1.0,0,1,1,0,18.0,NOT_BUY,1,2,0,12
221300213865.0,125000.0043,33.972815,1.0,0,1,0,0,15.66,NOT_BUY,1,3,0,11
221303266458.0,57500.0048,30.644088,0.0,0,0,0,0,15.280000000000001,NOT_BUY,1,8,0,6
221300254017.0,12500.0045,32.812166,0.0,1,0,0,1,0.20999999999999996,NOT_BUY,1,2,0,9
221300966600.0,32500.0079,33.732746,1.0,0,1,0,0,5.06,NOT_BUY,1,4,0,18
221300526364.0,80372.18177539941,32.060057,1.0,0,0,1,0,5.220000000000001,NOT_BUY,1,1,0,7
221300159122.0,125000.0012,29.969715,1.0,0,1,1,0,19.8,NOT_BUY,1,265,1,10
221300964301.0,52500.0028,31.893286,1.0,0,1,1,0,1.8200000000000003,NOT_BUY,1,1,0,19
221300082661.0,125000.0059,27.477495,0.0,0,0,1,0,1.6799999999999997,NOT_BUY,1,5,0,15
221300561565.0,80372.1809753994,32.897039,0.0,0,1,0,0,33.989999999999995,NOT_BUY,1,33,0,11
221300036754.0,87500.0021,32.809765999999996,1.0,0,1,1,0,32.04,NOT_BUY,1,5,0,8
221300492375.0,125000.0001,27.723577,1.0,0,1,1,0,25.38,NOT_BUY,1,42,0,10
221300018113.0,87500.0026,31.474195,0.0,0,1,1,0,29.16,NOT_BUY,1,27,0,11
221300176016.0,87500.0067,28.395474999999998,1.0,0,1,1,0,51.300000000000004,NOT_BUY,1,22,0,13
221300560045.0,5000.0009,26.725062,0.0,1,0,0,0,5.07,NOT_BUY,1,2,0,16
221300216508.0,80372.1819753994,28.394275,0.0,0,1,1,0,34.56,NOT_BUY,1,35,0,6
221300650808.0,62500.0062,31.562668,1.0,0,1,1,0,6.66,NOT_BUY,1,4,0,9
221300193943.0,87500.0015,33.970015,0.0,0,1,1,0,9.68,NOT_BUY,1,4,0,15
221300417666.0,32500.0096,32.149229999999996,0.0,0,0,0,0,3.08,NOT_BUY,1,9,0,17
221300405429.0,62500.0078,31.394521,0.0,0,0,1,0,1.2000000000000002,NOT_BUY,1,4,0,13
221300426939.0,57500.0022,29.809182,1.0,0,1,1,0,52.74,NOT_BUY,1,19,0,10
221300716254.0,57500.0011,28.222866,0.0,0,1,1,0,16.59,NOT_BUY,1,17,0,9
221300230004.0,27500.0075,32.976699,0.0,0,1,1,0,6.24,NOT_BUY,1,7,0,19
221300492664.0,47500.0045,30.561653,0.0,0,1,1,0,5.4,NOT_BUY,1,4,0,10
221300454714.0,162500.0037,29.728545999999998,0.0,0,1,1,0,3.51,NOT_BUY,1,3,0,16
221300345098.0,225000.0011,32.055857,1.0,0,1,1,0,35.82,NOT_BUY,1,42,0,6
221300370769.0,47500.0021,28.223865999999997,1.0,0,0,1,0,15.08,NOT_BUY,1,5,0,18
221301713402.0,27500.0033,91.14087699999999,0.0,0,0,0,0,2.8899999999999997,BUY,0,6,0,16
221303134081.0,5000.0038,73.39189,0.0,0,1,0,0,1.02,BUY,0,6,0,18
221303290668.0,42500.0016,61.893455,1.0,0,1,1,0,20.580000000000002,BUY,0,26,0,12
221302937082.0,17500.0043,55.391021,1.0,0,1,1,1,37.730000000000004,BUY,0,18,0,15
221302718864.0,62500.0095,46.815797,1.0,0,1,1,1,20.88,BUY,0,18,0,11
221302656384.0,37500.0059,56.646556999999994,0.0,0,1,0,0,9.3,BUY,0,9,0,7
221302840180.0,62500.0032,59.389921,1.0,0,1,1,1,22.1,BUY,0,34,0,7
221302915274.0,27500.0045,78.89567,1.0,0,1,1,0,2.2800000000000002,BUY,0,8,0,11
221303070404.0,27500.0073,66.813597,1.0,0,1,1,0,16.799999999999997,BUY,0,11,0,11
221302913935.0,17500.003,82.560153,1.0,0,1,1,1,5.0,BUY,0,5,0,9
221302887434.0,70000.0069,55.4509022177878,0.0,0,0,1,0,24.2,BUY,0,23,0,16
221302857151.0,5000.0072,63.645804,1.0,0,1,0,1,16.4,BUY,0,31,0,14
221302941827.0,70000.0059,54.31117,0.0,0,1,1,0,10.2,BUY,0,7,0,14
221303114947.0,12500.0069,82.646188,1.0,0,1,0,1,7.2299999999999995,BUY,0,8,0,8
221302776080.0,42500.0038,81.39189,0.0,0,1,0,0,3.39,BUY,0,9,0,6
221302972911.0,42500.0041,70.142361,1.0,1,0,0,1,11.0,BUY,0,2,0,17
221302850546.0,80372.1812753994,55.4488022177878,0.0,0,1,1,0,13.530000000000001,BUY,0,2,0,13
221303139921.0,37500.0074,77.061473,0.0,0,1,1,0,1.32,BUY,0,8,0,14
221302918739.0,62500.004,55.448002217787796,1.0,0,1,0,0,21.24,BUY,0,32,0,9
221302916119.0,70000.0004,60.222166,1.0,0,1,0,0,25.2,BUY,0,42,0,6
221302666122.0,32500.0039,55.4479022177878,0.0,1,0,0,1,10.379999999999999,BUY,0,9,0,15
221303043859.0,12500.0093,55.4533022177878,1.0,0,1,0,1,2.2399999999999993,BUY,0,8,0,6
221303078020.0,87500.008,84.900539,0.0,0,1,1,0,17.3,BUY,0,32,0,11
221302817974.0,62500.0088,68.977999,1.0,0,1,1,1,19.35,BUY,0,17,0,19
221302901861.0,47500.0006,74.639888,0.0,0,0,1,0,2.65,BUY,0,9,0,15
221300002360.0,57500.0085,55.452502217787796,1.0,0,0,1,0,31.5,BUY,0,44,0,17
221303295881.0,5000.001,69.640973,1.0,0,1,0,1,9.64,BUY,0,9,0,16
221300213572.0,47500.0047,69.477664,0.0,0,1,1,1,4.74,BUY,0,9,0,17
221302651869.0,125000.008,55.4520022177878,0.0,0,1,0,0,8.1,BUY,0,4,0,19
221302644793.0,17500.0065,92.395275,1.0,0,0,0,0,0.1200000000000001,BUY,0,4,0,6
221302455722.0,32500.0086,62.146861,0.0,0,1,0,0,2.33,BUY,0,6,0,16
221302402467.0,22500.0087,55.452702217787795,0.0,0,0,1,0,3.0,BUY,0,9,0,12
221302930547.0,80372.18537539941,55.452902217787795,0.0,0,0,0,0,20.64,BUY,0,35,0,14
221302418176.0,125000.0047,67.14227699999999,0.0,0,1,1,1,17.759999999999998,BUY,0,38,0,15
221302807578.0,80372.1769753994,54.806797,0.0,0,1,0,0,4.07,BUY,0,2,0,8
221302645879.0,57500.0035,61.224581,1.0,0,0,0,1,28.169999999999998,BUY,0,43,0,8
221302550473.0,57500.0038,65.224881,1.0,0,1,1,1,22.950000000000003,BUY,0,14,0,13
221302333822.0,87500.003,60.972199,1.0,0,1,1,1,6.5,BUY,0,4,0,11
221302545523.0,62500.008,68.39677499999999,1.0,0,1,1,1,26.189999999999998,BUY,0,37,0,19
221302811765.0,5000.0065,80.480148,0.0,0,1,0,0,1.72,BUY,0,4,0,6
221302714521.0,80372.1794753994,55.4470022177878,0.0,0,0,0,0,0.1999999999999993,BUY,0,2,0,14
221302986014.0,12500.007,74.564153,0.0,0,1,1,0,2.49,BUY,0,7,0,11
221302818391.0,70000.0043,55.4483022177878,0.0,0,1,1,0,12.8,BUY,0,1,0,15
221303266585.0,62500.0092,68.73473000000001,1.0,0,1,1,0,31.32,BUY,0,27,0,15
221302867640.0,32500.0077,88.314339,0.0,0,1,1,0,2.23,BUY,0,3,0,13
221302911235.0,17500.0023,90.97013000000001,0.0,0,0,1,0,2.3899999999999997,BUY,0,8,0,16
221302534117.0,42500.0049,73.89675500000001,1.0,0,1,1,0,12.32,BUY,0,7,0,19
221302684263.0,125000.0013,65.89315500000001,1.0,0,1,1,0,36.0,BUY,0,33,0,13
221302755767.0,32500.0096,59.979484,1.0,0,0,0,0,21.14,BUY,0,18,0,11
221300059289.0,70000.0085,60.816165999999996,1.0,0,0,0,0,1.6899999999999995,BUY,0,3,0,7
221303138163.0,47500.0072,84.899739,0.0,0,1,0,0,2.51,BUY,0,6,0,16
221303014562.0,42500.0015,88.56002199999999,1.0,0,1,0,0,7.24,BUY,0,6,0,15
221303076769.0,47500.0088,55.4528022177878,1.0,0,1,1,0,17.28,BUY,0,39,0,12
221303112976.0,80372.1816753994,55.4492022177878,0.0,0,1,1,0,10.45,BUY,0,3,0,17
221302074616.0,87500.0061,53.479064,0.0,0,1,1,0,50.25,BUY,0,39,0,17
221302386287.0,250000.0023,68.30893900000001,1.0,0,1,1,1,40.95,BUY,0,28,0,11
221303093146.0,125000.0087,97.314655,1.0,0,1,1,0,31.849999999999998,BUY,0,41,0,6
221302853178.0,27500.0039,86.89507,0.0,0,1,1,1,1.58,BUY,0,6,0,7
221303131140.0,87500.0026,57.39069,1.0,0,1,1,0,62.1,BUY,0,2,0,10
221303166502.0,62500.0031,76.057857,1.0,0,1,1,0,22.12,BUY,0,12,0,12
221302983390.0,42500.0061,45.974615,0.0,0,1,1,0,8.58,BUY,0,7,0,13
221302116674.0,17500.0001,60.221866000000006,1.0,0,1,1,0,2.44,BUY,0,8,0,11
221303152200.0,42500.0072,66.813497,0.0,0,1,1,0,6.94,BUY,0,7,0,11
221302339070.0,22500.0071,62.31237,0.0,0,1,0,1,1.05,BUY,0,99,1,7
221301852362.0,5000.009,55.4530022177878,1.0,0,1,0,1,17.43,BUY,0,6,0,7
221302824218.0,87500.0082,60.481848,1.0,0,1,1,0,27.9,BUY,0,3,0,10
221302892132.0,62500.0004,84.641057,1.0,0,1,1,1,18.060000000000002,BUY,0,30,0,8
221303229946.0,37500.0081,75.81371299999999,1.0,0,1,0,0,13.25,BUY,0,9,0,14
221303215462.0,42500.0044,64.562922,1.0,0,1,0,1,6.06,BUY,0,6,0,6
221302901547.0,37500.0031,74.809397,1.0,0,1,1,0,10.16,BUY,0,1,0,16
221302327326.0,87500.0044,55.141977,0.0,0,1,1,0,39.480000000000004,BUY,0,1,0,14
221302524670.0,47500.0002,67.30478600000001,1.0,0,1,1,0,19.14,BUY,0,34,0,18
221302306450.0,70000.0036,62.89477,0.0,0,1,1,0,8.43,BUY,0,1,0,13
221301713057.0,37500.0051,55.561568,1.0,1,0,1,1,20.43,BUY,0,24,0,9
221302960385.0,12500.0036,70.560753,0.0,0,1,0,0,0.31000000000000005,BUY,0,3,0,12
221303125437.0,32500.0063,59.811913000000004,1.0,0,1,0,0,23.310000000000002,BUY,0,40,0,19
221302090157.0,125000.0004,54.472679,1.0,0,1,1,0,9.0,BUY,0,6,0,7
221302789727.0,17500.0051,56.812765999999996,1.0,0,1,1,0,0.14000000000000057,BUY,0,401,1,18
221302766583.0,5000.0047,89.477664,1.0,0,1,0,0,5.640000000000001,BUY,0,7,0,13
221302593391.0,32500.0073,55.645904,1.0,0,0,0,0,20.299999999999997,BUY,0,31,0,7
221303183646.0,27500.0046,55.4486022177878,1.0,1,0,0,0,31.240000000000002,BUY,0,26,0,18
221303126309.0,87500.0051,73.144046,0.0,0,1,1,1,11.84,BUY,0,172,1,19
221303095010.0,57500.0077,54.813997,1.0,0,1,1,0,22.86,BUY,0,40,0,8
221302946623.0,62500.0037,57.476664,1.0,0,1,1,1,28.08,BUY,0,44,0,10
221303110972.0,225000.0025,53.390589999999996,1.0,0,1,1,1,50.4,BUY,0,31,0,19
221302497505.0,87500.0088,69.062873,0.0,0,1,1,0,20.72,BUY,0,29,0,19
221301595843.0,42500.0044,66.72856200000001,0.0,0,1,1,0,0.06000000000000005,BUY,0,9,0,12
221303203200.0,70000.0086,74.565753,1.0,0,1,1,0,29.339999999999996,BUY,0,29,0,16
221303001259.0,57500.006,89.227081,0.0,0,1,1,0,4.52,BUY,0,9,0,14
221303018381.0,70000.0021,40.308738999999996,1.0,0,1,1,1,34.2,BUY,0,35,0,9
221302087707.0,125000.0017,60.141329999999996,0.0,0,1,1,0,20.28,BUY,0,39,0,8
221303124156.0,70000.0001,55.386821000000005,1.0,0,1,1,1,42.660000000000004,BUY,0,26,0,12
221303228779.0,17500.0028,78.559953,1.0,0,1,1,1,3.6399999999999997,BUY,0,8,0,18
221303305916.0,5000.0002,57.38829,0.0,0,1,1,1,6.02,BUY,0,7,0,19
221303244500.0,70000.0004,55.4444022177878,0.0,0,0,1,0,24.08,BUY,0,33,0,8
221303124796.0,87500.009,52.397775,1.0,0,1,1,1,52.56,BUY,0,39,0,8
221302447506.0,125000.005,60.393775000000005,0.0,0,1,1,0,20.64,BUY,0,5,0,8
221302536708.0,125000.0006,74.557753,0.0,0,1,1,1,2.24,BUY,0,301,1,12
221302724608.0,62500.0038,55.447802217787796,0.0,0,0,0,0,22.08,BUY,0,27,0,17
221302686051.0,62500.0008,66.557953,1.0,0,1,1,0,22.560000000000002,BUY,0,44,0,10
221302397724.0,87500.0033,81.476264,1.0,0,1,1,0,16.9,BUY,0,33,0,13
221303300001.0,5000.0063,77.898155,1.0,0,1,0,0,10.2,BUY,0,9,0,13
221303052434.0,80372.18457539941,68.977299,0.0,0,1,1,1,20.88,BUY,0,41,0,6
221302850143.0,27500.0038,55.447802217787796,1.0,0,0,1,0,31.7,BUY,0,23,0,17
221303014074.0,17500.0068,72.565322,0.0,0,1,1,1,3.37,BUY,0,7,0,16
221303199995.0,37500.0093,81.734146,0.0,0,1,0,0,0.45999999999999996,BUY,0,9,0,18
221303034182.0,87500.0011,83.97098399999999,1.0,0,1,1,1,2.0999999999999996,BUY,0,9,0,8
221301461274.0,17500.0056,84.060357,0.0,0,0,1,0,3.46,BUY,0,1,0,19
221302864224.0,80372.1782753994,51.892286000000006,0.0,0,0,1,0,24.64,BUY,0,33,0,8
221303168179.0,17500.0093,78.147561,0.0,0,0,1,1,0.33999999999999997,BUY,0,6,0,10
221302604604.0,47500.0055,91.39222099999999,1.0,0,1,1,1,10.32,BUY,0,4,0,19
221302740756.0,12500.0056,78.225997,0.0,0,1,0,0,2.15,BUY,0,8,0,13
221300215059.0,47500.0084,71.647004,0.0,0,1,1,0,2.77,BUY,0,8,0,13
221302771301.0,17500.0074,74.479679,0.0,0,1,1,0,2.23,BUY,0,6,0,6
221302428525.0,47500.0097,68.48334799999999,0.0,0,0,1,1,6.44,BUY,0,8,0,10
221302972034.0,22500.0032,68.97239900000001,0.0,0,1,0,1,2.59,BUY,0,9,0,6
221303003439.0,37500.0012,69.969715,0.0,0,1,1,0,1.11,BUY,0,1,0,7
221303021817.0,87500.0002,80.13983,1.0,0,1,1,1,10.44,BUY,0,116,1,9
221302976186.0,62500.0061,55.896586000000006,1.0,0,1,1,0,46.199999999999996,BUY,0,7,0,10
221301687955.0,125000.0076,58.060987999999995,0.0,0,1,1,0,6.93,BUY,0,2,0,19
221303205675.0,5000.0082,67.646804,1.0,0,1,0,1,17.1,BUY,0,30,0,13
221303184890.0,12500.0002,73.640173,1.0,0,1,0,0,3.96,BUY,0,6,0,17
221302877383.0,57500.0013,74.72546200000001,1.0,0,1,1,0,19.53,BUY,0,14,0,9
221302374171.0,80372.1827753994,62.97413,0.0,0,0,1,0,1.65,BUY,0,3,0,11
221302495462.0,87500.0005,50.220897,1.0,0,1,1,0,27.0,BUY,0,22,0,18
221302851492.0,125000.0046,55.4486022177878,0.0,0,0,1,0,14.84,BUY,0,5,0,10
221303267807.0,22500.0048,55.4488022177878,0.0,0,0,1,0,4.68,BUY,0,6,0,15
221303124540.0,37500.0043,55.4483022177878,1.0,0,1,1,0,18.06,BUY,0,29,0,19
221301839916.0,27500.0031,79.307686,1.0,1,0,1,1,6.14,BUY,0,1,0,14
221302891588.0,42500.0051,43.476695,1.0,0,1,1,1,21.15,BUY,0,11,0,12
221303186140.0,47500.0076,85.313555,1.0,0,1,1,1,12.25,BUY,0,7,0,14
221303290405.0,32500.003,70.727162,1.0,0,1,0,1,5.26,BUY,0,2,0,13
221303168800.0,87500.003,67.893486,1.0,0,1,1,1,27.04,BUY,0,22,0,18
221302621730.0,87500.0047,55.4487022177878,1.0,0,1,1,0,4.140000000000001,BUY,0,2,0,13
221300451471.0,42500.0022,63.972084,0.0,0,1,1,0,3.0,BUY,0,8,0,11
221302806331.0,57500.0005,57.473464,0.0,0,1,1,0,16.05,BUY,0,20,0,13
221302889497.0,57500.0014,81.38949000000001,0.0,0,1,1,0,0.1200000000000001,BUY,0,8,0,9
221302982556.0,37500.0066,55.4506022177878,1.0,0,1,1,0,37.94,BUY,0,35,0,18
221303232199.0,12500.0018,58.222197,0.0,0,1,0,0,5.08,BUY,0,9,0,12
221302561387.0,17500.0019,76.475548,0.0,0,1,1,1,2.8600000000000003,BUY,0,4,0,18
221302798000.0,27500.0021,83.97198399999999,0.0,0,0,1,0,0.9,BUY,0,9,0,8
221300848440.0,125000.0048,56.311439,1.0,0,1,1,1,17.82,BUY,0,31,0,12
221303284168.0,32500.0067,56.814366,1.0,0,0,0,0,16.1,BUY,0,38,0,16
221302794637.0,80372.17837539941,57.055973,1.0,0,0,1,1,50.4,BUY,0,28,0,19
221303109636.0,47500.0036,55.4476022177878,0.0,0,1,1,1,4.8,BUY,0,7,0,6
221301819564.0,32500.0005,78.22089700000001,0.0,0,1,0,0,3.4,BUY,0,5,0,19
221303058888.0,70000.0013,85.140246,0.0,0,1,1,0,5.779999999999999,BUY,0,6,0,10
221301424785.0,62500.0057,55.449702217787795,1.0,0,1,0,0,47.519999999999996,BUY,0,29,0,19
221303031435.0,87500.0037,55.475295,1.0,0,1,1,0,12.42,BUY,0,5,0,8
221302245535.0,70000.0008,83.97068399999999,0.0,0,1,1,0,3.6,BUY,0,6,0,7
221302776701.0,17500.0047,68.311339,0.0,0,1,0,0,1.77,BUY,0,7,0,9
221302681221.0,62500.0023,80.057057,0.0,0,1,1,0,6.12,BUY,0,8,0,7
221302769088.0,125000.0083,57.39639,1.0,0,1,1,1,59.04,BUY,0,21,0,13
221302854130.0,62500.0059,38.89707,0.0,0,1,1,0,17.119999999999997,BUY,0,44,0,7
221302694594.0,70000.0089,53.900755,1.0,0,1,1,0,17.82,BUY,0,3,0,19
221303015793.0,27500.0057,83.896186,0.0,0,1,1,0,0.5800000000000001,BUY,0,8,0,18
221303215660.0,70000.0097,53.978215,0.0,0,0,1,0,0.6500000000000004,BUY,0,5,0,19
221302719977.0,42500.0071,55.730577000000004,1.0,0,1,1,0,19.169999999999998,BUY,0,28,0,12
221302362480.0,87500.0003,75.723777,1.0,1,0,0,0,20.700000000000003,BUY,0,38,0,16
221302539251.0,27500.0099,65.816882,0.0,0,1,1,0,2.1100000000000003,BUY,0,9,0,10
221302905206.0,62500.0001,54.639388000000004,1.0,0,1,1,0,51.839999999999996,BUY,0,36,0,9
221302372148.0,32500.0012,55.445202217787795,1.0,0,1,1,0,32.5,BUY,0,28,0,7
