INCOME,AGE_IN_YEARS,HAS_CHILDREN,RENTER,OWNER,GOOD_CREDIT,COLLEGE_DEGREE,AVG_DIST_FROM_HOME,MILLENIAL,DISTANCE_FROM_HOME,TRAVELER,TIME_OF_DAY
80372.18458,68.977299,0,0,1,1,1,20.88,0,41,0,6
27500.0038,55.44780222,1,0,0,1,0,31.7,0,23,0,17
17500.0068,72.565322,0,0,1,1,1,3.37,0,7,0,16
37500.0093,81.734146,0,0,1,0,0,0.46,0,9,0,18
87500.0011,83.970984,1,0,1,1,1,2.1,0,9,0,8
17500.0056,84.060357,0,0,0,1,0,3.46,0,1,0,19
80372.17828,51.892286,0,0,0,1,0,24.64,0,33,0,8
17500.0093,78.147561,0,0,0,1,1,0.34,0,6,0,10
47500.0055,91.392221,1,0,1,1,1,10.32,0,4,0,19
12500.0056,78.225997,0,0,1,0,0,2.15,0,8,0,13
47500.0084,71.647004,0,0,1,1,0,2.77,0,8,0,13
17500.0074,74.479679,0,0,1,1,0,2.23,0,6,0,6
47500.0097,68.483348,0,0,0,1,1,6.44,0,8,0,10
22500.0032,68.972399,0,0,1,0,1,2.59,0,9,0,6
37500.0012,69.969715,0,0,1,1,0,1.11,0,1,0,7
87500.0002,80.13983,1,0,1,1,1,10.44,0,116,1,9
62500.0061,55.896586,1,0,1,1,0,46.2,0,7,0,10
125000.0076,58.060988,0,0,1,1,0,6.93,0,2,0,19
5000.0082,67.646804,1,0,1,0,1,17.1,0,30,0,13
12500.0002,73.640173,1,0,1,0,0,3.96,0,6,0,17
57500.0013,74.725462,1,0,1,1,0,19.53,0,14,0,9
80372.18278,62.97413,0,0,0,1,0,1.65,0,3,0,11
87500.0005,50.220897,1,0,1,1,0,27,0,22,0,18
125000.0046,55.44860222,0,0,0,1,0,14.84,0,5,0,10
22500.0048,55.44880222,0,0,0,1,0,4.68,0,6,0,15
37500.0043,55.44830222,1,0,1,1,0,18.06,0,29,0,19
27500.0031,79.307686,1,1,0,1,1,6.14,0,1,0,14
42500.0051,43.476695,1,0,1,1,1,21.15,0,11,0,12
47500.0076,85.313555,1,0,1,1,1,12.25,0,7,0,14
32500.003,70.727162,1,0,1,0,1,5.26,0,2,0,13
87500.003,67.893486,1,0,1,1,1,27.04,0,22,0,18
87500.0047,55.44870222,1,0,1,1,0,4.14,0,2,0,13
42500.0022,63.972084,0,0,1,1,0,3,0,8,0,11
57500.0005,57.473464,0,0,1,1,0,16.05,0,20,0,13
57500.0014,81.38949,0,0,1,1,0,0.12,0,8,0,9
37500.0066,55.45060222,1,0,1,1,0,37.94,0,35,0,18
12500.0018,58.222197,0,0,1,0,0,5.08,0,9,0,12
17500.0019,76.475548,0,0,1,1,1,2.86,0,4,0,18
27500.0021,83.971984,0,0,0,1,0,0.9,0,9,0,8
125000.0048,56.311439,1,0,1,1,1,17.82,0,31,0,12
32500.0067,56.814366,1,0,0,0,0,16.1,0,38,0,16
80372.17838,57.055973,1,0,0,1,1,50.4,0,28,0,19
47500.0036,55.44760222,0,0,1,1,1,4.8,0,7,0,6
32500.0005,78.220897,0,0,1,0,0,3.4,0,5,0,19
70000.0013,85.140246,0,0,1,1,0,5.78,0,6,0,10
62500.0057,55.44970222,1,0,1,0,0,47.52,0,29,0,19
87500.0037,55.475295,1,0,1,1,0,12.42,0,5,0,8
70000.0008,83.970684,0,0,1,1,0,3.6,0,6,0,7
17500.0047,68.311339,0,0,1,0,0,1.77,0,7,0,9
62500.0023,80.057057,0,0,1,1,0,6.12,0,8,0,7
125000.0083,57.39639,1,0,1,1,1,59.04,0,21,0,13
62500.0059,38.89707,0,0,1,1,0,17.12,0,44,0,7
70000.0089,53.900755,1,0,1,1,0,17.82,0,3,0,19
27500.0057,83.896186,0,0,1,1,0,0.58,0,8,0,18
70000.0097,53.978215,0,0,0,1,0,0.65,0,5,0,19
42500.0071,55.730577,1,0,1,1,0,19.17,0,28,0,12
87500.0003,75.723777,1,1,0,0,0,20.7,0,38,0,16
27500.0099,65.816882,0,0,1,1,0,2.11,0,9,0,10
62500.0001,54.639388,1,0,1,1,0,51.84,0,36,0,9
32500.0012,55.44520222,1,0,1,1,0,32.5,0,28,0,7
47500.0085,49.815482,1,0,1,1,0,12.78,0,8,0,10
125000.0062,52.813866,1,0,1,1,1,43.74,0,36,0,7
17500.0077,55.45170222,1,0,0,1,0,16.45,0,19,0,18
37500.0019,70.140161,0,0,0,0,0,2.2,0,8,0,12
70000.0018,49.140746,1,0,1,0,0,60.48,0,14,0,11
80372.18348,55.478595,0,0,1,1,0,7.92,0,3,0,18
32500.0098,58.31507,0,0,1,0,0,1.42,0,7,0,14
27500.0098,81.482764,1,0,1,1,0,1.35,0,8,0,16
5000.0073,64.313939,0,1,0,0,0,3.45,0,9,0,19
80372.17868,55.44620222,0,0,0,0,0,6.6,0,3,0,16
125000.0045,55.44850222,1,0,1,1,0,8.1,0,2,0,10
37500.0074,57.647373,0,0,1,1,0,6.81,0,5,0,8
27500.0041,57.561937,1,0,1,1,0,13.51,0,7,0,15
87500.004,55.141577,0,0,1,1,0,14.98,0,4,0,9
125000.0018,53.055873,0,0,1,1,0,35.4,0,33,0,10
22500.0086,80.482248,0,0,1,0,1,2.46,0,7,0,14
250000.0067,68.814366,0,0,1,1,1,13.44,0,90,1,12
52500.0099,73.567737,0,0,1,1,0,3.05,0,8,0,9
70000.0069,55.645504,0,0,0,1,0,16.73,0,10,0,6
32500.0046,58.224997,1,0,1,1,0,15.05,0,7,0,9
87500.0047,77.896555,1,0,1,1,1,34.08,0,40,0,14
125000.0012,60.893739,1,0,1,1,1,32.55,0,29,0,14
57500.0037,81.309655,0,0,1,1,1,4.66,0,6,0,17
62500.0036,58.056988,1,0,1,1,1,17.94,0,23,0,12
5000.0071,55.45110222,1,0,0,1,0,19.8,0,23,0,6
32500.0048,55.44880222,1,0,1,0,1,16.17,0,19,0,7
80372.18138,50.89607,0,0,0,1,0,18.12,0,21,0,13
47500.0061,55.45010222,1,0,1,1,0,26.74,0,29,0,13
37500.0088,68.901339,0,0,0,1,0,2.54,0,6,0,15
12500.0003,55.44430222,1,0,1,0,1,20.79,0,24,0,7
17500.0054,92.813066,0,0,1,1,1,1.67,0,2,0,6
80372.17988,55.44740222,0,0,0,1,0,28.8,0,25,0,8
37500.0021,86.641388,0,0,1,1,1,2.22,0,6,0,12
47500.0054,60.227166,1,0,1,1,0,20.7,0,19,0,14
32500.0036,69.643573,0,0,1,0,0,3.41,0,8,0,12
32500.0064,77.479364,0,0,1,1,0,0.61,0,3,0,16
17500.0012,55.053904,1,0,0,0,0,24.09,0,38,0,19
32500.0002,65.473164,0,0,1,1,0,0.06,0,8,0,11
42500.0041,81.225181,1,0,1,0,1,10.04,0,6,0,14
70000.0016,55.44560222,0,1,0,1,0,22.61,0,25,0,10
27500.0018,96.72733,0,0,1,1,0,0.23,0,4,0,14
125000.002,61.726846,1,0,1,1,1,22.35,0,25,0,13
125000.0072,50.227597,1,0,1,1,1,50.58,0,34,0,9
62500.0057,55.44970222,0,0,1,1,1,16.88,0,31,0,8
47500.0072,91.059904,0,0,1,1,0,3.42,0,8,0,7
17500.002,84.72753,1,0,1,1,0,4.2,0,8,0,8
12500.0055,82.392906,0,0,1,0,0,2.97,0,5,0,14
32500.0054,68.974599,0,0,1,0,0,3.35,0,5,0,16
70000.0007,56.474348,1,0,1,1,0,20.54,0,23,0,8
37500.0045,67.309086,1,0,1,1,0,2.76,0,7,0,13
22500.0097,67.979584,1,0,1,0,1,6.9,0,7,0,13
5000.002,83.054704,0,0,0,0,0,2.02,0,7,0,19
42500.0044,54.142661,1,0,1,1,0,40.65,0,34,0,18
57500.0064,55.45040222,0,0,0,1,0,20.64,0,24,0,6
5000.0031,78.390506,0,0,1,0,0,2.9,0,6,0,12
87500.0015,55.44550222,1,0,0,0,1,61.38,0,23,0,16
42500.005,55.44900222,1,0,1,1,1,23.94,0,23,0,10
5000.0076,79.731077,1,0,1,0,1,1.95,0,7,0,8
62500.0031,57.971615,1,0,1,0,0,20.93,0,33,0,14
12500.006,65.645973,0,1,0,0,0,0.46,0,8,0,8
17500.0047,44.393475,1,0,1,1,0,13.08,0,7,0,16
62500.0005,42.557653,1,0,1,0,1,52.92,0,26,0,17
52500.0074,55.060104,1,0,1,1,0,47.18,0,487,1,14
62500.0085,71.898986,0,0,1,1,1,1.3,0,8,0,7
70000.0018,57.38989,1,0,1,1,1,31.98,0,38,0,16
32500.0023,47.473895,1,1,0,1,0,12.21,0,7,0,13
17500.0032,76.895739,0,1,0,1,0,3.29,0,6,0,6
57500.0026,59.972484,1,0,1,1,0,17.29,0,20,0,14
37500.0064,74.645688,1,1,0,1,0,11.36,0,8,0,9
37500.001,84.055757,0,0,1,1,0,0.61,0,1,0,13
80372.18188,55.44940222,0,0,0,0,0,10.32,0,3,0,10
62500.0074,46.564553,1,0,0,1,1,50.22,0,35,0,10
125000.002,62.055388,1,0,1,1,0,17.4,0,1,0,12
37500.0041,81.811082,1,0,1,1,1,8.72,0,6,0,9
27500.0006,82.89177,0,0,1,1,0,0.1,0,6,0,10
37500.0029,71.474495,0,0,1,1,0,1.95,0,3,0,17
42500.0036,60.058357,1,0,1,1,0,6.78,0,181,1,11
32500.0047,55.44870222,0,0,0,0,0,10.05,0,7,0,10
17500.0076,73.480564,0,0,1,1,1,0.96,0,9,0,17
22500.0084,64.566922,1,0,1,0,1,5.75,0,9,0,17
5000.0021,55.44610222,1,1,0,0,0,10.5,0,6,0,13
37500.0075,74.227897,0,0,1,1,1,3.09,0,9,0,10
125000.0062,68.898739,1,0,1,1,1,31.35,0,31,0,14
27500.0058,66.729962,0,0,1,1,0,1.89,0,7,0,7
37500.006,95.896486,0,0,1,1,1,2.04,0,9,0,15
80372.17678,55.44430222,0,0,0,0,0,6.93,0,4,0,16
250000.0054,55.728877,1,0,1,1,0,32.4,0,27,0,10
125000.0031,66.056488,1,0,1,1,0,35.1,0,34,0,8
70000.0063,53.227381,0,0,1,1,0,28.56,0,24,0,19
80372.18258,60.14573,0,0,0,1,0,11.2,0,4,0,7
62500.0053,68.227066,1,0,1,1,0,25.02,0,42,0,9
37500.008,75.227713,0,0,1,1,0,2.75,0,3,0,13
17500.0022,87.054904,1,0,1,1,1,6.38,0,1,0,15
42500.0028,62.223197,1,0,1,1,0,9.96,0,8,0,16
5000.0038,80.972999,1,0,1,0,0,6.84,0,2,0,15
12500.0023,92.475948,1,0,1,0,0,2.82,0,8,0,15
17500.0048,77.310755,1,0,1,1,0,7.05,0,165,1,8
70000.0079,68.314539,1,0,1,1,0,31.46,0,26,0,15
17500.0024,77.223481,0,0,0,1,0,2.69,0,5,0,15
42500.0019,71.388621,1,0,0,0,0,1.16,0,8,0,10
27500.0052,74.058588,0,0,1,1,0,1.14,0,9,0,13
32500.0068,55.45080222,0,0,0,0,0,9.28,0,447,1,16
52500.001,68.307639,0,0,1,1,0,0.08,0,8,0,12
37500.0059,60.14553,0,0,1,1,0,3.56,0,8,0,6
32500.0042,69.477164,1,0,1,0,1,9.52,0,9,0,8
27500.0003,86.557453,0,0,1,1,0,0.32,0,3,0,18
17500.0002,93.221281,0,0,1,1,0,2.14,0,7,0,16
37500.004,55.44800222,1,0,0,1,1,21.28,0,32,0,17
70000.0006,55.44460222,1,1,0,0,0,21.6,0,44,0,10
87500.0071,68.814766,1,0,1,1,1,48.45,0,18,0,17
62500.0009,67.891386,1,0,1,0,1,18.96,0,13,0,12
37500.0089,48.567422,1,0,1,1,0,30.96,0,17,0,19
80372.18158,55.44910222,0,0,1,0,0,11,0,5,0,8
80372.18268,55.45020222,0,0,0,1,0,7.92,0,4,0,6
17500.0027,82.559853,1,0,1,1,0,5.4,0,6,0,19
5000.0062,49.227281,0,0,1,1,1,5.6,0,9,0,11
37500.0082,54.732362,1,0,1,1,0,53.64,0,41,0,12
17500.0099,57.734746,1,0,1,1,0,0.63,0,2,0,16
42500.0024,62.641688,1,0,1,1,0,17.7,0,43,0,8
62500.0056,68.974799,0,0,1,1,0,1.98,0,6,0,18
70000.0065,59.478095,0,0,1,0,1,18.48,0,5,0,15
32500.0079,68.062657,0,0,1,1,0,0.36,0,9,0,6
5000.0062,87.562668,0,1,0,0,1,0.6,0,7,0,10
57500.0014,42.89257,1,0,1,1,0,26.64,0,24,0,6
37500.0044,95.391121,0,0,0,1,0,3.06,0,9,0,18
62500.007,54.89817,1,0,1,1,0,56.52,0,31,0,11
42500.0099,83.648504,1,0,1,1,1,17.15,0,33,0,11
32500.0036,83.973484,0,0,1,0,1,2.98,0,6,0,7
70000.0092,55.45320222,0,0,0,1,0,4.13,0,124,1,14
37500.0085,68.816166,0,0,1,0,0,3.82,0,8,0,9
27500.0076,82.89877,0,0,0,1,1,0.22,0,8,0,8
52500.0028,54.223197,1,0,1,1,0,40.05,0,40,0,8
42500.0084,55.978284,1,0,1,0,0,16.56,0,22,0,18
80372.18568,55.45320222,0,0,0,1,0,12.88,0,5,0,18
17500.0085,76.816166,1,0,1,1,0,6.36,0,8,0,14
37500.0002,50.806497,1,0,1,1,0,21.67,0,9,0,9
27500.0001,74.639388,1,0,1,1,0,4.18,0,7,0,19
80372.18088,55.44840222,0,0,0,1,0,19.47,0,3,0,14
22500.0026,74.726762,1,0,1,0,0,6.24,0,6,0,10
37500.0007,39.891186,1,0,1,1,1,14.6,0,9,0,18
37500.0067,71.311286,0,0,0,0,0,1.86,0,8,0,16
87500.0011,55.44510222,0,0,0,1,0,15.4,0,7,0,6
32500.0092,88.397975,0,0,1,1,1,0.38,0,9,0,18
